gold_row,source,question,expected_template_ids,served_template_id,served_question,bound_filters,verdict,wp6_verdicts,note
1415,WP4a-gold/budgeting_funding,2024-2025 re Andhrua ra kama pain tied o untied panthi kete bhaga heichi?,FND-001,BUD-003,How much funding is sanctioned under tied and untied components in 2024-2025 (Andhrua GP)?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua""}",wrong_template,wrong_template/wrong_template/hit,
1416,WP4a-gold/budgeting_funding,Khordha me 2024-25 me kitne percent sanctioned fund tied hai?,FND-004,FND-004,What percentage of sanctioned funds in Khordha is tied in 2024-2025?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1417,WP4a-gold/budgeting_funding,Bhubaneswar me SC aur ST ke liye kitna fund earmark hua 2024-25 me?,FND-005,FND-005,How much of the sanctioned funding in Bhubaneswar is earmarked for SC and ST categories in 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1418,WP4a-gold/budgeting_funding,Which GPs in Bhubaneswar have sanctioned activities but no SC/ST earmark in 2024-25?,FND-007,FND-007,Which GPs in Bhubaneswar have sanctioned activities but no SC/ST earmark in 2024-2025 (Activity Approved) (gp)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""status"": ""Activity Approved"", ""group_by"": ""gp""}",hit,hit/hit/hit,
1419,WP4a-gold/budgeting_funding,2024-2025 ରେ ପ୍ରତ୍ୟେକ ପାଣ୍ଠି ଉତ୍ସରୁ କେତେ ଅର୍ଥ ମିଳିଛି?,BUD-002,,,,clarify,clarify/clarify/clarify,asked (ambiguous_templates): I couldn't match that exactly. Did you mean one of these? | chips: What is the expenditure on fresh versus maintenance activities in a block for 2024-2025? / Which themes in a block show high expenditure but low activity completion in 2024-2025? / Which focus areas in a gram panchayat have high approved cost but completion below a threshold percent in 2024-2025?
1420,WP4a-gold/budgeting_funding,Which scheme funds the largest number of activities in Bhubaneswar in 2024-2025?,FND-009,FND-009,Which scheme funds the largest number of activities in Bhubaneswar in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""1""}",hit,hit/hit/hit,
1421,WP4a-gold/budgeting_funding,"What is the fund allocated under XV Finance Commission at ZP, Block and GP tiers in Khordha for 2025-26?",SCH-004,SCH-004,"What is the fund allocated under a given Scheme at ZP, Block, and GP tiers in a given District for a given Plan Year?",,hit,hit/hit/hit,
1422,WP4a-gold/budgeting_funding,2024-2025 re kaun scheme re sabuthara adhika kharcha heichi Bhubaneswar block re?,SCH-005,SCH-005,Which scheme has the highest expenditure in Bhubaneswar for 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""1""}",hit,hit/hit/hit,
1423,WP5-gold/categorical,Which activities of Andhrua are funded under Own Funds in 2024-25?,SCH-002,,,,clarify,hit/hit/hit,asked (unknown_entity): I couldn't find a tied untied called 'Own Funds'. Did you mean one of these? | chips: Untied / Other / Tied
1424,WP5-gold/categorical,What is the total estimated cost of activities under the 14th Finance Commission in Bhubaneswar for 2023-24?,SCH-003,SCH-003,What is the total estimated cost of activities under Fourteen Finance Commission in Bhubaneswar for 2023-2024? (as one total),"{""date_range"": ""2023-2024"", ""scheme"": ""Fourteen Finance Commission"", ""block_name"": ""Bhubaneswar"", ""group_by"": ""total""}",hit,hit/hit/hit,
1425,WP5-gold/categorical,Which GPs in Bhubaneswar have no activities under the 4th State Finance Scheme in 2024-25?,SCH-006,SCH-006,Which GPs in Bhubaneswar have no activities under 4TH STATE FINANCE SCHEME in 2024-2025 (Khordha district)?,"{""date_range"": ""2024-2025"", ""scheme"": ""4TH STATE FINANCE SCHEME"", ""block_name"": ""Bhubaneswar"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1426,WP5-gold/categorical,Khordha me XV Finance Commission ke under activities ka status breakdown kya hai 2024-25 me?,SCH-009,SCH-009,What is the status breakdown of activities under XV Finance Commission in Khordha for 2024-2025?,"{""date_range"": ""2024-2025"", ""scheme"": ""XV Finance Commission"", ""district_name"": ""Khordha"", ""group_by"": ""status""}",hit,hit/hit/hit,
1427,WP5-gold/categorical,What is the district-wise activity count under the 5th State Finance Commission for 2024-25?,SCH-011; SCH-001,SCH-011,What is the district-wise activity count under 5TH STATE FINANCE COMMISSION for 2024-2025?,"{""date_range"": ""2024-2025"", ""scheme"": ""5TH STATE FINANCE COMMISSION"", ""group_by"": ""district""}",hit,hit/hit/hit,
1501,WP4a-gold/expenditure,What is the total actual expenditure incurred by each GP in 2024-25?,EXP-001,EXP-001,What is the total actual expenditure incurred by each GP in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1502,WP4a-gold/expenditure,What percentage of the planned expenditure has been utilised in 2024-2025?,EXP-003,EXP-003,What percentage of the planned expenditure has been utilised in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1503,WP4a-gold/expenditure,and the unspent amount?,EXP-004,,,,clarify,clarify/clarify/clarify,asked (missing_parameter): For which date range? | chips: 
1504,WP4a-gold/expenditure,2024-25 me total kitna paisa unspent reh gaya?,EXP-004,EXP-004,What is the total unspent amount (planned minus actual) in 2024-2025?,"{""date_range"": ""2024-2025"", ""group_by"": ""total""}",hit,hit/hit/hit,
1505,WP4a-gold/expenditure,2024-2025 ରେ କେଉଁ ଫୋକସ ଏରିଆରେ ସର୍ବାଧିକ ପ୍ରକୃତ ଖର୍ଚ୍ଚ ହୋଇଛି?,EXP-028,TRD-008,What are the approved cost and expenditure sector-wise in all districts for 2024-2025?,"{""date_range"": ""2024-2025""}",wrong_template,clarify/wrong_template/clarify,
1506,WP4a-gold/expenditure,Which GPDP theme has the highest actual expenditure in 2024-2025?,EXP-015,EXP-015,Which GPDP theme has the highest actual expenditure in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1""}",hit,hit/hit/hit,
1507,WP4a-gold/expenditure,How much actual expenditure has been incurred under each funding source in 2024-25?,EXP-006,EXP-006,How much actual expenditure has been incurred under each funding source in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1508,WP4a-gold/expenditure,Kaun se funding source me sabse zyada paisa bacha hua hai 2024-25 me?,EXP-013,EXP-013,Which funding source has the largest unspent amount in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1""}",hit,hit/hit/hit,
1509,WP4a-gold/expenditure,"Which high-value activities above Rs 1,00,000 have no expenditure in 2024-25?",EXP-033,EXP-033,Which high-value activities (planned cost above 100000) have no expenditure in 2024-2025?,"{""date_range"": ""2024-2025"", ""amount_threshold"": ""100000"", ""top_n"": ""10""}",hit,hit/hit/hit,
1510,WP4a-gold/expenditure,5 lakh se upar ki kaun si activity par abhi tak kharcha nahi hua 2024-25 me?,EXP-033,EXP-033,Which high-value activities (planned cost above 5 lakh (₹500000)) have no expenditure in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""amount_threshold"": ""500000"", ""top_n"": ""10""}",hit,hit/hit/hit,
1511,WP4a-gold/expenditure,"Andhrua ra 2024-2025 ra receipt, payment o closing balance kete?",EXP-024,EXP-024,"What are the receipts, payments and closing balance for Andhrua in 2024-2025?","{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua""}",hit,hit/hit/hit,
1512,WP4a-gold/expenditure,How has the total actual expenditure of Andhrua changed over the years?,EXP-002; TRD-006,EXP-002,How has the total actual expenditure of Andhrua changed over the years? (as one total),"{""gp_name"": ""Andhrua"", ""group_by"": ""total""}",hit,hit/hit/hit,
1513,WP4a-gold/expenditure,Andhrua me marammat aur rakhrakhav par kitna kharcha hua 2024-25 me?,EXP-037,EXP-037,How much expenditure went on repair and maintenance in Andhrua in 2024-2025?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua""}",hit,hit/hit/hit,
1514,WP4a-gold/expenditure,2024-2025 re Andhrua re nua sampati tiari pain kete kharcha heichi?,EXP-036,EXP-036,How much expenditure went on creation of new assets in Andhrua in 2024-2025?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua""}",hit,hit/hit/hit,
1515,WP4a-gold/expenditure,Which activities have actual expenditure exceeding the planned expenditure in Andhrua in 2024-2025?,EXP-035,EXP-035,Which activities have actual expenditure exceeding the planned expenditure in Andhrua in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua"", ""top_n"": ""10""}",hit,hit/hit/hit,
1516,WP4a-gold/expenditure,Which theme has the highest utilisation of 15th CFC funds at district level in 2024-25?,EXP-021; EXP-020,EXP-021,Which theme has the highest utilisation of 15th CFC funds at District level in 2024-2025 (XV Finance Commission)?,"{""date_range"": ""2024-2025"", ""scheme"": ""XV Finance Commission"", ""top_n"": ""1""}",hit,hit/hit/hit,
1517,WP4a-gold/expenditure,How many activities have expenditure under Sanitation in 2024-2025?,EXP-010; EXP-026; EXP-030,EXP-010,How many activities have expenditure under Sanitation in 2024-2025?,"{""date_range"": ""2024-2025"", ""focus_area"": ""Sanitation""}",hit,hit/hit/hit,
1518,WP4a-gold/expenditure,Which activities have the highest expenditure in 2024-25?,EXP-031; EXP-032,EXP-031,Which activities have the highest expenditure in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1""}",hit,hit/hit/hit,
1519,WP4a-gold/expenditure,2024-2025 ରେ ମୋଟ କେତେ ଟଙ୍କା ଖର୍ଚ୍ଚ ହୋଇନାହିଁ?,EXP-004,,,,clarify,clarify/clarify/clarify,"asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: Which high-expenditure activities have not yet started in 2024-2025? / Which themes in a block show high expenditure but low activity completion in 2024-2025? / Which activities in a block are abandoned, and what are their costs in 2024-2025?"
1520,WP4a-gold/expenditure,What percentage of sanctioned funds was utilised in 2024-2025?,EXP-023; EXP-003,EXP-023,What percentage of sanctioned funds was utilised in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1521,WP4a-gold/expenditure,expenditure Andhrua?,EXP-001; EXP-024,,,,clarify,clarify/clarify/clarify,asked (missing_parameter): For which date range? | chips: 
1522,WP4a-gold/expenditure,Tied aur untied fund se 2024-25 me kitna kharcha hua?,EXP-008,EXP-008,How much actual expenditure has been incurred under tied and untied funds in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1523,WP4-gold/expenditure,What is the total actual expenditure incurred by each GP in 2024-2025?,EXP-001,EXP-001,What is the total actual expenditure incurred by each GP in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1524,WP4-gold/expenditure,what about Laxmipur?,EXP-001,,,,clarify_as_ratified,clarify_as_ratified/clarify_as_ratified/clarify_as_ratified,asked (tier_collision): That name belongs to more than one place — did you mean Laxmipur (block) or Laxmipur (GP)? Either way I'll narrow “What is the total actual expenditure incurred by each GP in 2024-2025?”. | chips: Laxmipur (block) / Laxmipur (GP) / Something else
1601,WP4a-gold/implementation_progress,How many activities in Andhrua are in each progress status for 2024-25?,STS-001,STS-001,How many activities in all GPs are in each progress status for 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1602,WP4a-gold/implementation_progress,What is the district-wise activity status summary for 2024-2025?,STS-013,STS-013,What is the district-wise activity status summary for 2024-2025?,"{""date_range"": ""2024-2025"", ""group_by"": ""district""}",hit,hit/hit/hit,
1603,WP4a-gold/implementation_progress,How many activities in Bhubaneswar are ongoing in 2024-25?,STS-003,STS-003,How many activities in Bhubaneswar are in WORK ONGOING status for 2024-2025?,"{""date_range"": ""2024-2025"", ""status"": ""WORK ONGOING"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1604,WP4a-gold/implementation_progress,and completed ones?,STS-003,STS-003,How many activities in Bhubaneswar are in WORK COMPLETED status for 2024-2025?,"{""date_range"": ""2024-2025"", ""status"": ""WORK COMPLETED"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1605,WP4a-gold/implementation_progress,Bhubaneswar me kitne kaam abandoned hain 2024-25 me?,STS-003; STS-005,STS-003,How many activities in Bhubaneswar are in WORK ABANDONED status for 2024-2025?,"{""date_range"": ""2024-2025"", ""status"": ""WORK ABANDONED"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1606,WP4a-gold/implementation_progress,Which GPs in Khordha have the highest number of abandoned activities in 2024-2025?,STS-004,STS-004,Which GPs in Khordha have the highest number of abandoned activities in 2024-2025 (1) (gp)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""1"", ""group_by"": ""gp""}",hit,hit/hit/hit,
1607,WP4a-gold/implementation_progress,Bhubaneswar me kitne percent taken-up kaam complete hue 2024-25 me?,STS-006,STS-006,What percentage of taken-up activities in Bhubaneswar are completed in 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1608,WP4a-gold/implementation_progress,Which blocks in Khordha have the highest activity completion rate for 2024-2025?,STS-007,STS-007,Which blocks in Khordha have the highest activity completion rate for 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""1"", ""group_by"": ""block""}",hit,hit/hit/hit,
1609,WP4a-gold/implementation_progress,Bhubaneswar ke kaun se GP me ek bhi kaam complete nahi hua 2024-25 me?,STS-009,STS-009,Which GPs in Bhubaneswar have zero completed activities in 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1610,WP4a-gold/implementation_progress,Bhubaneswar me kitne kaam Under Approval me atke hue hain 2024-25 me?,STS-010,STS-010,How many activities in Bhubaneswar are stuck in Under Approval status for 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1611,WP4a-gold/implementation_progress,2024-2025 ରେ ଆରମ୍ଭ ହୋଇଥିବା କେତେ କାର୍ଯ୍ୟ ସମ୍ପୂର୍ଣ୍ଣ ହୋଇଛି?,IMP-002,,,,clarify,clarify/clarify/clarify,asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: Does a gram panchayat have a supplementary plan in addition to the main plan for 2024-2025? / How many planned activities have not yet been initiated in a gram panchayat in 2024-2025? / What is the status of the 2024-2025 plan of a gram panchayat?
1612,WP4a-gold/implementation_progress,What is the completion rate under each theme and focus area in 2024-2025?,IMP-005,IMP-005,What is the completion rate under each theme and focus area in 2024-2025?,"{""date_range"": ""2024-2025""}",hit,hit/hit/hit,
1613,WP4a-gold/implementation_progress,Which focus area has the lowest completion rate in 2024-25?,IMP-009,,,,clarify,clarify/clarify/clarify,asked (missing_parameter): For which threshold? | chips: 
1614,WP4a-gold/implementation_progress,Which high-expenditure activities have not yet started in 2024-2025?,IMP-013,,,,clarify,clarify/clarify/clarify,asked (missing_parameter): For which amount threshold? | chips: 
1615,WP4a-gold/implementation_progress,Kaun si activities Work Ongoing dikha rahi hain lekin poora approved paisa kharch ho gaya 2024-25 me?,IMP-018,IMP-018,Which activities are marked Work Ongoing despite expenditure reaching the approved cost in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""top_n"": ""10""}",hit,hit/hit/hit,
1616,WP4a-gold/implementation_progress,2024-2025 ରେ କେଉଁ ଫୋକସ ଏରିଆରେ ସବୁଠାରୁ ଅଧିକ ଚାଲୁଥିବା କାର୍ଯ୍ୟ ଅଛି?,IMP-011,,,,clarify,clarify/clarify/clarify,asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: How many activities in a block are still awaiting administrative approval in 2024-2025? / How many activities in a block are in WORK ONGOING status for 2024-2025? / Which activities in a block are marked completed or ongoing but have no progress evidence in 2024-2025?
1617,WP4a-gold/implementation_progress,Andhrua me kitne planned kaam abhi tak shuru hi nahi hue 2024-25 me?,IMP-003,IMP-003,How many planned activities have not yet been initiated in Andhrua in 2024-2025?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua""}",hit,hit/hit/hit,
1618,WP4a-gold/implementation_progress,Which themes have the largest implementation gap between planned and initiated in 2024-2025?,IMP-007,IMP-007,Which themes have the largest implementation gap (planned versus initiated) in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""top_n"": ""1"", ""group_by"": ""theme""}",hit,hit/hit/hit,
1619,WP4a-gold/implementation_progress,What physical-progress evidence has been recorded for activity 125711758?,PHY-001,PHY-001,What physical-progress evidence has been recorded for activity 125711758?,"{""activity_code"": ""125711758""}",hit,hit/hit/hit,
1620,WP4a-gold/implementation_progress,2024-2025 re Bhubaneswar block re kete kama ra physical progress evidence achi?,PHY-004,PHY-004,How many activities in Bhubaneswar have physical-progress evidence recorded in 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1621,WP4a-gold/implementation_progress,What are the stage-wise completion dates for asset 509018477?,PHY-002,PHY-002,What are the stage-wise completion dates for asset a given Asset Code?,,hit,hit/hit/hit,
1622,WP4a-gold/implementation_progress,Which assets in Attabira have not advanced a stage in the last 90 days?,PHY-005,PHY-005,Which assets in a given Block have not advanced a stage in the last a given Threshold days?,,hit,hit/hit/hit,
1623,WP4a-gold/implementation_progress,2024-2025 re Bhubaneswar block re kete kama sarichi?,STS-003; STS-006,STS-003,How many activities in Bhubaneswar are in all statuses for 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1624,WP4a-gold/implementation_progress,and for 2023-24?,STS-013,STS-013,What is the district-wise activity status summary for 2024-2025?,"{""date_range"": ""2024-2025"", ""group_by"": ""district""}",wrong_entities,hit/hit/wrong_entities,
1625,WP5-gold/categorical,How many activities in Bhubaneswar are under approval for 2024-25?,STS-003; STS-010,STS-010,How many activities in Bhubaneswar are stuck in Under Approval status for 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1626,WP5-gold/categorical,2023-24 me Bhubaneswar me kitni activities approved status me hain?,STS-003,STS-003,How many activities in Bhubaneswar are in Activity Approved status for 2023-2024?,"{""date_range"": ""2023-2024"", ""status"": ""Activity Approved"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
1701,WP4a-gold/monitoring_alerts_dq,Which administratively approved activities in Bhubaneswar still have zero expenditure 90 days after sanction?,ALR-001,ALR-001,Which administratively approved activities in Bhubaneswar still have zero expenditure 90 days after sanction (10) (Activity Approved)?,"{""threshold"": ""90"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""10"", ""status"": ""Activity Approved""}",hit,hit/hit/hit,
1702,WP4a-gold/monitoring_alerts_dq,Khordha me kaun si activities ka kharcha admin approved cost se zyada ho gaya 2024-25 me?,ALR-002,ALR-002,Which activities in Khordha have expenditure exceeding their administratively approved cost in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""10""}",hit,hit/hit/hit,
1703,WP4a-gold/monitoring_alerts_dq,Which activities in Khordha have a technically approved cost higher than the administratively approved cost in 2024-2025?,ALR-004,ALR-004,Which activities in Khordha have a technically approved cost higher than the administratively approved cost in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""10""}",hit,hit/hit/hit,
1704,WP4a-gold/monitoring_alerts_dq,2024-2025 ରେ ଭୁବନେଶ୍ୱର ବ୍ଲକର କେଉଁ ଗ୍ରାମ ପଞ୍ଚାୟତରେ କୌଣସି କାର୍ଯ୍ୟ ହୋଇନାହିଁ?,ALR-012; ALR-013,,,,clarify,clarify/clarify/clarify,asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: Which blocks in a district are below a threshold percent activity completion in 2024-2025? / Which blocks in a district have every taken-up activity started for 2024-2025? / Which GPs in Bhubaneswar have an approved plan but no administratively approved activities in 2024-2025?
1705,WP4a-gold/monitoring_alerts_dq,Khordha me kaun se GP ka 2024-25 me kisi bhi module me data entry nahi hua?,ALR-013,ALR-013,Which GPs in Khordha have no data entry for 2024-2025 in any module?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1706,WP4a-gold/monitoring_alerts_dq,Which activities approved more than 180 days ago in Bhubaneswar are still not started?,ALR-008,ALR-008,Which activities approved more than 180 days ago in Bhubaneswar are still not started (10)?,"{""threshold"": ""180"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""10""}",hit,hit/hit/hit,
1707,WP4a-gold/monitoring_alerts_dq,Which blocks in Khordha are below 50 percent activity completion in 2024-2025?,ALR-011,ALR-011,Which blocks in Khordha are below 50 percent activity completion in 2024-2025?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""threshold"": ""50"", ""group_by"": ""block""}",hit,hit/hit/hit,
1708,WP4a-gold/monitoring_alerts_dq,Khordha me kitni activities ka focus area record nahi hua 2024-25 me?,DQY-001,DQY-001,How many activities in Khordha have no focus area recorded for 2024-2025?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1709,WP4a-gold/monitoring_alerts_dq,Which activities in Bhubaneswar are marked completed or ongoing but have no progress evidence in 2024-2025?,DQY-006,DQY-006,Which activities in Bhubaneswar are marked completed or ongoing but have no progress evidence in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""10""}",hit,hit/hit/hit,
1710,WP4a-gold/monitoring_alerts_dq,Which activities in Bhubaneswar report expenditure but have no payment vouchers in 2024-25?,DQY-011,DQY-011,Which activities in Bhubaneswar report expenditure but have no payment vouchers in 2024-2025 (10)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""top_n"": ""10""}",hit,hit/hit/hit,
1711,WP4a-gold/monitoring_alerts_dq,2024-2025 re Khordha re kete activity re funding scheme record hoini?,DQY-004,DQY-004,How many activities in Khordha have no funding scheme recorded for 2024-2025?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1712,WP4a-gold/monitoring_alerts_dq,Which suspended activities in Attabira have payment vouchers dated after suspension in 2025-26?,ALR-006,ALR-006,Which suspended activities in a given Block have payment vouchers dated after suspension in a given year?,,hit,hit/hit/hit,
1713,WP4a-gold/monitoring_alerts_dq,Which GPs in Khordha have a resource envelope allocation but no uploaded plan for 2025-26?,ALR-010,ALR-010,Which GPs in a given District have a resource envelope allocation but no uploaded plan for a given Plan Year?,,hit,hit/hit/hit,
1714,WP4a-gold/monitoring_alerts_dq,Which activities in Begunia have been ongoing longer than their planned duration in 2025-26?,ALR-007,ALR-007,Which activities in a given Block have been ongoing longer than their planned duration in a given year?,,hit,hit/hit/hit,
1715,WP4a-gold/monitoring_alerts_dq,How many beneficiary records in Andhrua are missing the village field for 2024-25?,DQY-005,DQY-005,How many beneficiary records in a given GP Name are missing the village field for a given Plan Year?,,hit,hit/hit/hit,
1801,WP4a-gold/sanctions_approvals,What is the total administratively sanctioned amount for each GP in 2024-25?,SAN-003,SAN-003,What is the total administratively sanctioned amount for each GP in 2024-2025 (gp)?,"{""date_range"": ""2024-2025"", ""group_by"": ""gp""}",hit,hit/hit/hit,
1802,WP4a-gold/sanctions_approvals,How many activities in Andhrua received administrative approval in 2024-2025?,SAN-001,SAN-001,How many activities in Andhrua received administrative approval in 2024-2025 (Activity Approved)?,"{""date_range"": ""2024-2025"", ""gp_name"": ""Andhrua"", ""status"": ""Activity Approved""}",hit,hit/hit/hit,
1803,WP4a-gold/sanctions_approvals,and in Ganjam?,SAN-001,SAN-001,How many activities in all GPs received administrative approval in 2024-2025 (Ganjam district) (Activity Approved)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Ganjam"", ""status"": ""Activity Approved""}",hit,hit/hit/hit,
1804,WP4a-gold/sanctions_approvals,2024-2025 re Khordha jillare block anusare prashasanika manjuri rashi kete?,SAN-004,SAN-004,What is the block-wise administratively sanctioned amount in Khordha in 2024-2025?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha""}",hit,hit/hit/hit,
1805,WP4a-gold/sanctions_approvals,How many activities in Bhubaneswar are still awaiting administrative approval in 2024-2025?,SAN-002,SAN-002,How many activities in Bhubaneswar are still awaiting administrative approval in 2024-2025 (Khordha district) (UNDER APPROVAL)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""block_name"": ""Bhubaneswar"", ""status"": ""UNDER APPROVAL""}",hit,hit/hit/hit,
1806,WP4a-gold/sanctions_approvals,Bhubaneswar me kitne percent planned activities ko admin approval mila 2024-25 me?,SAN-007,SAN-007,What percentage of planned activities in Bhubaneswar have received administrative approval in 2024-2025 (Activity Approved)?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar"", ""status"": ""Activity Approved""}",hit,hit/hit/hit,
1807,WP4a-gold/sanctions_approvals,Khordha me kaun si activities ko sabse zyada admin sanction amount mila 2024-25 me?,SAN-011,SAN-011,Which activities in Khordha received the highest administratively sanctioned amounts in 2024-2025 (1)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""top_n"": ""1""}",hit,hit/hit/hit,
1808,WP4a-gold/sanctions_approvals,"What are the administrative approval order number, date and issuing authority for activity 125711758?",SAN-005,SAN-005,"What are the administrative approval order number, date and issuing authority for activity 125711758?","{""activity_code"": ""125711758""}",hit,hit/hit/hit,
1809,WP4a-gold/sanctions_approvals,2024-2025 ରେ ଆନ୍ଧ୍ରୁଆ ପାଇଁ ମୋଟ ପ୍ରଶାସନିକ ମଞ୍ଜୁରୀ ରାଶି କେତେ?,SAN-003,,,,clarify,clarify/clarify/clarify,asked (ambiguous_templates): I can read that a few ways — which of these did you mean? | chips: What is the status of the 2024-2025 plan of Andhrua? / Does Andhrua have a supplementary plan in addition to the main plan for 2024-2025? / How many planned activities have not yet been initiated in Andhrua in 2024-2025?
1810,WP4a-gold/sanctions_approvals,How many administrative approvals in Khordha were issued in each quarter of 2024-25?,SAN-010,SAN-010,How many administrative approvals in Khordha were issued in each quarter of 2024-2025 (Activity Approved)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""status"": ""Activity Approved""}",hit,hit/hit/hit,
1811,WP4a-gold/sanctions_approvals,only Khordha please,SAN-003,SAN-003,What is the total administratively sanctioned amount for each GP in 2024-2025 (Khordha district) (gp)?,"{""date_range"": ""2024-2025"", ""district_name"": ""Khordha"", ""group_by"": ""gp""}",hit,hit/hit/hit,
1851,WP4a-gold/assets,How many assets were created in each GP during 2024-2025?,AST-001,AST-001,How many assets were created in each GP during 2024-2025 (gp)?,"{""date_range"": ""2024-2025"", ""group_by"": ""gp""}",hit,hit/hit/hit,
1852,WP4a-gold/assets,2024-2025 ରେ ଭୁବନେଶ୍ୱର ବ୍ଲକରେ ସମ୍ପତ୍ତି ଶ୍ରେଣୀ ଅନୁସାରେ କେତେ ସମ୍ପତ୍ତି ସୃଷ୍ଟି ହୋଇଛି?,AST-002,,,,clarify,wrong_template/clarify/clarify,asked (ambiguous_templates): I couldn't match that exactly. Did you mean one of these? | chips: How many assets were created in a gram panchayat during 2024-2025? / How many assets were created under an LSDG theme in Bhubaneswar for 2024-2025? / How many immovable-type assets were created in Bhubaneswar during 2024-2025?
1853,WP4a-gold/assets,Bhubaneswar me 2024-25 me kitne immovable asset bane?,AST-006,AST-006,How many immovable-type assets were created in Bhubaneswar during 2024-2025?,"{""date_range"": ""2024-2025"", ""block_name"": ""Bhubaneswar""}",hit,hit/hit/hit,
