view,view_title,rank,label  (real | already-known | spurious),operator_notes,summary,figures,pattern_type,measure,breakdown,subspace,varied_along,hdp_size,commonness,exceptions,n_exceptions,score,conciseness,impact,fy_2023_24_caveat,merged_twin,framing_applied,new_in_this_run
view3,Gram Panchayat Report Card by Year,8,,,"Across most measure values (19/28), Mixed has the highest (varies) among social_composition values. Exceptions: n_completed (SC-majority has the highest (varies) among social_composition values); overspend_vs_plan_mean (ST-majority has the highest (varies) among social_composition values); evidence_uploads_mean (ST-majority has the highest (varies) among social_composition values) and 6 others",Varies across members -- see individual patterns,OUTSTANDING_1,(varies),social_composition,has_panchayat_bhawan=Yes,measure on measure,28,"('Mixed',) in 19/28 (68%): n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, planned_cost_mean, expenditure_total_mean, payment_amount_mean, receipt_amount_mean","n_completed [HIGHLIGHT_CHANGE] ('SC-majority',) | overspend_vs_plan_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | evidence_uploads_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | sanctioned_total_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE]",9,0.1784,0.2522,0.7071,,,per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,9,,,"Across most measure values (15/28), Mixed accounts for the majority of (varies) among social_composition values. Exceptions: n_completed (ST-majority accounts for the majority of (varies) among social_composition values); planned_cost_mean (no clear pattern); expenditure_total_mean (no clear pattern) and 10 others",Varies across members -- see individual patterns,ATTRIBUTION,(varies),social_composition,(whole view),measure on measure,28,"('Mixed',) in 15/28 (54%): n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads","n_completed [HIGHLIGHT_CHANGE] ('ST-majority',) | planned_cost_mean [NO_PATTERN] | expenditure_total_mean [NO_PATTERN] | n_admin_approvals_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | sanctioned_total_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE] | payment_amount_mean [TYPE_CHANGE] | receipt_amount_mean [TYPE_CHANGE]",13,0.1489,0.1489,1.0,,,per-GP-month companion (A4); size shares attached (2b),
view3,Gram Panchayat Report Card by Year,10,,,"Across most measure values (19/28), Mixed has the highest (varies) among social_composition values. Exceptions: overspend_vs_sanction_mean (SC-majority has the highest (varies) among social_composition values); evidence_uploads_mean (ST-majority has the highest (varies) among social_composition values); n_completed (no clear pattern) and 6 others",Varies across members -- see individual patterns,OUTSTANDING_1,(varies),social_composition,has_csc=Yes,measure on measure,28,"('Mixed',) in 19/28 (68%): n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, planned_cost_mean, expenditure_total_mean, payment_amount_mean, receipt_amount_mean","overspend_vs_sanction_mean [HIGHLIGHT_CHANGE] ('SC-majority',) | evidence_uploads_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | n_completed [NO_PATTERN] | sanctioned_total_mean [NO_PATTERN] | n_admin_approvals_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE]",9,0.1405,0.2202,0.6382,,,per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,11,,,"Across most social_composition values (2/3), overspend_vs_sanction is spread evenly across block_name values -- it belongs to all of them and no single block_name accounts for it. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",total Rs -5.02 crore; top: Khallikote = Rs 0; top: Tangi Choudwar = Rs -6.94 lakh; top: Attabira = Rs -10.48 lakh,EVENNESS,overspend_vs_sanction,block_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,evenness reframed (A3); per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,12,,,"Across most social_composition values (2/3), n_admin_approvals forms a peak at 2024-2025 over fiscal_year. Exception: Mixed (no clear pattern)","total 2,101 approval records; 2024-2025 = 391 approval records (18.6%); top: 2023-2024 = 424 approval records (20.2%); top: 2024-2025 = 391 approval records (18.6%); top: 2020-2021 = 362 approval records (17.2%)",UNIMODALITY,n_admin_approvals,fiscal_year,(whole view),subspace on social_composition,3,"('PEAK', '2024-2025') in 2/3 (67%): SC-majority, ST-majority",Mixed [NO_PATTERN],1,0.4877,0.4877,1.0,,,,
view3,Gram Panchayat Report Card by Year,13,,,"Across most measure values (16/28), (varies) is evenly distributed across gp_name values. Uneven only in: n_plans (not evenly spread); sanctioned_total (not evenly spread); n_completed (not evenly spread) and 9 others -- this is about how the total is spread, not about how much any one of them spends",Varies across members -- see individual patterns,EVENNESS,(varies),gp_name,district_name=Bargarh,measure on measure,28,"('EVEN',) in 16/28 (57%): n_activities, n_costless, expenditure_total, overspend_vs_plan, overspend_vs_sanction, n_admin_approvals, n_tech_approvals, n_ongoing, n_with_evidence, evidence_uploads, n_activities_mean, expenditure_total_mean, overspend_vs_plan_mean, overspend_vs_sanction_mean, n_admin_approvals_mean, evidence_uploads_mean",n_plans [NO_PATTERN] | sanctioned_total [NO_PATTERN] | n_completed [NO_PATTERN] | sanctioned_total_mean [NO_PATTERN] | n_costed [TYPE_CHANGE] | planned_cost [TYPE_CHANGE] | payment_amount [TYPE_CHANGE] | receipt_amount [TYPE_CHANGE] | n_abandoned [TYPE_CHANGE] | planned_cost_mean [TYPE_CHANGE] | payment_amount_mean [TYPE_CHANGE] | receipt_amount_mean [TYPE_CHANGE],12,0.0556,0.2308,0.241,,,evenness reframed (A3); per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,14,,,"Across most measure values (16/28), 2,500 to 5,000 and 5,000 to 10,000 lead in (varies) among gp_size values. Exceptions: overspend_vs_sanction (10,000 and above and Under 2,500 lead in (varies) among gp_size values); planned_cost_mean (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values); overspend_vs_plan_mean (2,500 to 5,000 and Under 2,500 lead in (varies) among gp_size values) and 9 others",Varies across members -- see individual patterns,TOP_TWO,(varies),gp_size,has_panchayat_bhawan=Yes,measure on measure,28,"('2,500 to 5,000 people', '5,000 to 10,000 people') in 16/28 (57%): n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_completed, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads","overspend_vs_sanction [HIGHLIGHT_CHANGE] ('10,000 people and above', 'Under 2,500 people') | planned_cost_mean [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | overspend_vs_plan_mean [HIGHLIGHT_CHANGE] ('2,500 to 5,000 people', 'Under 2,500 people') | n_activities_mean [NO_PATTERN] | expenditure_total_mean [NO_PATTERN] | payment_amount_mean [NO_PATTERN] | receipt_amount_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | sanctioned_total_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE]",12,0.0556,0.0787,0.7071,,,per-GP-month companion (A4); size shares attached (2b),yes
view3,Gram Panchayat Report Card by Year,15,,,"Across most measure values (18/28), Mixed accounts for the majority of (varies) among social_composition values. Exceptions: evidence_uploads_mean (ST-majority accounts for the majority of (varies) among social_composition values); n_completed (no clear pattern); sanctioned_total_mean (no clear pattern) and 7 others",Varies across members -- see individual patterns,ATTRIBUTION,(varies),social_composition,has_csc=Yes,measure on measure,28,"('Mixed',) in 18/28 (64%): n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, planned_cost_mean, payment_amount_mean, receipt_amount_mean","evidence_uploads_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | n_completed [NO_PATTERN] | sanctioned_total_mean [NO_PATTERN] | n_admin_approvals_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | expenditure_total_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE]",10,0.1387,0.2173,0.6382,,,per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,1,,,"Across most social_composition values (2/3), overspend_vs_plan_mean is evenly distributed across block_name values. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",top: Bhubaneswar = Rs -87.50 lakh per Gram Panchayat; top: Lahunipara = Rs -90.62 lakh per Gram Panchayat; top: Baranga = Rs -1.10 crore per Gram Panchayat,EVENNESS,overspend_vs_plan_mean,block_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,,yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,2,,,"Across most social_composition values (2/3), overspend_vs_plan is spread evenly across district_name values -- it belongs to all of them and no single district_name accounts for it. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",total Rs -51.96 crore; top: Rayagada = Rs -1.24 crore; top: Sundargarh = Rs -2.19 crore; top: Khordha = Rs -2.63 crore,EVENNESS,overspend_vs_plan,district_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,evenness reframed (A3); per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,3,,,"Across most social_composition values (2/3), overspend_vs_sanction_mean is evenly distributed across gp_name values. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",top: Chikilli = Rs 0 per Gram Panchayat; top: Govindapur = Rs -6.94 lakh per Gram Panchayat; top: Hirlipali = Rs -10.48 lakh per Gram Panchayat,EVENNESS,overspend_vs_sanction_mean,gp_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,,yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,4,,,"Across most measure values (57/74), Mixed has the highest (varies) among social_composition values. Exceptions: n_completed (ST-majority has the highest (varies) among social_composition values); households_tap_water_mean (ST-majority has the highest (varies) among social_composition values); overspend_vs_plan_mean (SC-majority has the highest (varies) among social_composition values) and 14 others",Varies across members -- see individual patterns,OUTSTANDING_1,(varies),social_composition,(whole view),measure on measure,74,"('Mixed',) in 57/74 (77%): population_total, population_male, population_female, population_children, population_sc, population_st, population_obc, population_general, households, shgs, wards, revenue_villages, villages_mapped_lgd, anganwadi_centres, schools_pre_primary, schools_primary, schools_secondary, schools_higher_secondary, health_sub_centres, primary_health_centres, wellbeing_centres, dispensaries, ayurvedic_clinics, drinking_water_sources, households_tap_water, household_toilets, community_sanitary_complexes, solid_waste_centres, common_service_centres, banks, atms, rural_libraries, children_parks, disaster_rescue_centres, bus_stands_with_water, seed_centres, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, overspend_vs_sanction_mean","n_completed [HIGHLIGHT_CHANGE] ('ST-majority',) | households_tap_water_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | overspend_vs_plan_mean [HIGHLIGHT_CHANGE] ('SC-majority',) | planned_cost_mean [NO_PATTERN] | expenditure_total_mean [NO_PATTERN] | n_admin_approvals_mean [NO_PATTERN] | household_toilets_mean [NO_PATTERN] | job_card_holders [TYPE_CHANGE] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | sanctioned_total_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE] | payment_amount_mean [TYPE_CHANGE] | receipt_amount_mean [TYPE_CHANGE] | osr_collected_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",17,0.389,0.389,1.0,,,per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,5,,,"Across most measure values (53/74), Mixed accounts for the majority of (varies) among social_composition values. Exceptions: n_completed (ST-majority accounts for the majority of (varies) among social_composition values); planned_cost_mean (no clear pattern); expenditure_total_mean (no clear pattern) and 18 others",Varies across members -- see individual patterns,ATTRIBUTION,(varies),social_composition,(whole view),measure on measure,74,"('Mixed',) in 53/74 (72%): population_total, population_male, population_female, population_children, population_sc, population_obc, population_general, households, shgs, wards, revenue_villages, anganwadi_centres, schools_pre_primary, schools_primary, schools_secondary, schools_higher_secondary, health_sub_centres, primary_health_centres, wellbeing_centres, dispensaries, ayurvedic_clinics, drinking_water_sources, households_tap_water, household_toilets, community_sanitary_complexes, common_service_centres, banks, atms, rural_libraries, children_parks, disaster_rescue_centres, bus_stands_with_water, seed_centres, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads","n_completed [HIGHLIGHT_CHANGE] ('ST-majority',) | planned_cost_mean [NO_PATTERN] | expenditure_total_mean [NO_PATTERN] | n_admin_approvals_mean [NO_PATTERN] | household_toilets_mean [NO_PATTERN] | population_st [TYPE_CHANGE] | job_card_holders [TYPE_CHANGE] | villages_mapped_lgd [TYPE_CHANGE] | solid_waste_centres [TYPE_CHANGE] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | sanctioned_total_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE] | payment_amount_mean [TYPE_CHANGE] | receipt_amount_mean [TYPE_CHANGE] | households_tap_water_mean [TYPE_CHANGE] | osr_collected_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",21,0.3673,0.3673,1.0,,,per-GP-month companion (A4); size shares attached (2b),
view4,Gram Panchayat Profile - Who Lives There and What They Have,6,,,"Across most measure values (61/74), Mixed has the highest (varies) among social_composition values. Exceptions: n_completed (SC-majority has the highest (varies) among social_composition values); overspend_vs_plan_mean (ST-majority has the highest (varies) among social_composition values); evidence_uploads_mean (ST-majority has the highest (varies) among social_composition values) and 10 others",Varies across members -- see individual patterns,OUTSTANDING_1,(varies),social_composition,has_panchayat_bhawan=Yes,measure on measure,74,"('Mixed',) in 61/74 (82%): population_total, population_male, population_female, population_children, population_sc, population_st, population_obc, population_general, households, job_card_holders, shgs, wards, revenue_villages, villages_mapped_lgd, anganwadi_centres, schools_pre_primary, schools_primary, schools_secondary, schools_higher_secondary, health_sub_centres, primary_health_centres, wellbeing_centres, dispensaries, ayurvedic_clinics, households_tap_water, household_toilets, community_sanitary_complexes, solid_waste_centres, common_service_centres, banks, atms, rural_libraries, children_parks, disaster_rescue_centres, bus_stands_with_water, seed_centres, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, planned_cost_mean, expenditure_total_mean, payment_amount_mean, receipt_amount_mean, osr_collected_mean","n_completed [HIGHLIGHT_CHANGE] ('SC-majority',) | overspend_vs_plan_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | evidence_uploads_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | households_tap_water_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | household_toilets_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | sanctioned_total_mean [NO_PATTERN] | drinking_water_sources [TYPE_CHANGE] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",13,0.3528,0.4989,0.7071,,,per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,7,,,"Across most measure values (58/74), Mixed accounts for the majority of (varies) among social_composition values. Exceptions: n_completed (SC-majority accounts for the majority of (varies) among social_composition values); households_tap_water_mean (ST-majority accounts for the majority of (varies) among social_composition values); household_toilets_mean (ST-majority accounts for the majority of (varies) among social_composition values) and 13 others",Varies across members -- see individual patterns,ATTRIBUTION,(varies),social_composition,has_panchayat_bhawan=Yes,measure on measure,74,"('Mixed',) in 58/74 (78%): population_total, population_male, population_female, population_children, population_sc, population_st, population_obc, population_general, households, shgs, wards, revenue_villages, villages_mapped_lgd, anganwadi_centres, schools_pre_primary, schools_primary, schools_secondary, schools_higher_secondary, health_sub_centres, primary_health_centres, wellbeing_centres, dispensaries, ayurvedic_clinics, households_tap_water, household_toilets, community_sanitary_complexes, solid_waste_centres, common_service_centres, banks, atms, rural_libraries, children_parks, disaster_rescue_centres, bus_stands_with_water, seed_centres, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, payment_amount_mean, receipt_amount_mean, osr_collected_mean","n_completed [HIGHLIGHT_CHANGE] ('SC-majority',) | households_tap_water_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | household_toilets_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | sanctioned_total_mean [NO_PATTERN] | job_card_holders [TYPE_CHANGE] | drinking_water_sources [TYPE_CHANGE] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | planned_cost_mean [TYPE_CHANGE] | expenditure_total_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",16,0.3235,0.4575,0.7071,,,per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,8,,,"Across most measure values (50/74), 2,500 to 5,000 and 5,000 to 10,000 lead in (varies) among gp_size values. Exceptions: population_general (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values); atms (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values); planned_cost_mean (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values) and 21 others",Varies across members -- see individual patterns,TOP_TWO,(varies),gp_size,has_panchayat_bhawan=Yes,measure on measure,74,"('2,500 to 5,000 people', '5,000 to 10,000 people') in 50/74 (68%): population_total, population_male, population_female, population_children, population_sc, population_st, population_obc, households, job_card_holders, shgs, wards, revenue_villages, villages_mapped_lgd, anganwadi_centres, schools_pre_primary, schools_primary, schools_higher_secondary, health_sub_centres, ayurvedic_clinics, drinking_water_sources, households_tap_water, household_toilets, community_sanitary_complexes, solid_waste_centres, common_service_centres, banks, rural_libraries, bus_stands_with_water, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_completed, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, osr_collected_mean","population_general [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | atms [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | planned_cost_mean [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | household_toilets_mean [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | wellbeing_centres [HIGHLIGHT_CHANGE] ('10,000 people and above', '2,500 to 5,000 people') | overspend_vs_sanction [HIGHLIGHT_CHANGE] ('10,000 people and above', 'Under 2,500 people') | overspend_vs_plan_mean [HIGHLIGHT_CHANGE] ('2,500 to 5,000 people', 'Under 2,500 people') | n_activities_mean [NO_PATTERN] | expenditure_total_mean [NO_PATTERN] | payment_amount_mean [NO_PATTERN] | receipt_amount_mean [NO_PATTERN] | schools_secondary [TYPE_CHANGE] | primary_health_centres [TYPE_CHANGE] | dispensaries [TYPE_CHANGE] | children_parks [TYPE_CHANGE] | disaster_rescue_centres [TYPE_CHANGE] | seed_centres [TYPE_CHANGE] | overspend_vs_plan [TYPE_CHANGE] | sanctioned_total_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE] | households_tap_water_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",24,0.1658,0.2344,0.7071,,,per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,9,,,"Across most measure values (46/74), 2,500 to 5,000 and 5,000 to 10,000 lead in (varies) among gp_size values. Exceptions: schools_pre_primary (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values); households_tap_water (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values); planned_cost_mean (10,000 and above and 5,000 to 10,000 lead in (varies) among gp_size values) and 25 others",Varies across members -- see individual patterns,TOP_TWO,(varies),gp_size,social_composition=Mixed,measure on measure,74,"('2,500 to 5,000 people', '5,000 to 10,000 people') in 46/74 (62%): population_total, population_male, population_female, population_children, population_sc, population_st, population_obc, households, job_card_holders, shgs, wards, revenue_villages, villages_mapped_lgd, anganwadi_centres, health_sub_centres, primary_health_centres, dispensaries, ayurvedic_clinics, drinking_water_sources, community_sanitary_complexes, solid_waste_centres, common_service_centres, banks, bus_stands_with_water, seed_centres, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, osr_collected_mean","schools_pre_primary [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | households_tap_water [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | planned_cost_mean [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | household_toilets_mean [HIGHLIGHT_CHANGE] ('10,000 people and above', '5,000 to 10,000 people') | overspend_vs_sanction [HIGHLIGHT_CHANGE] ('10,000 people and above', 'Under 2,500 people') | overspend_vs_plan_mean [HIGHLIGHT_CHANGE] ('2,500 to 5,000 people', 'Under 2,500 people') | n_activities_mean [NO_PATTERN] | expenditure_total_mean [NO_PATTERN] | payment_amount_mean [NO_PATTERN] | receipt_amount_mean [NO_PATTERN] | population_general [TYPE_CHANGE] | schools_primary [TYPE_CHANGE] | schools_secondary [TYPE_CHANGE] | schools_higher_secondary [TYPE_CHANGE] | wellbeing_centres [TYPE_CHANGE] | household_toilets [TYPE_CHANGE] | atms [TYPE_CHANGE] | rural_libraries [TYPE_CHANGE] | children_parks [TYPE_CHANGE] | disaster_rescue_centres [TYPE_CHANGE] | overspend_vs_plan [TYPE_CHANGE] | n_completed [TYPE_CHANGE] | sanctioned_total_mean [TYPE_CHANGE] | overspend_vs_sanction_mean [TYPE_CHANGE] | n_admin_approvals_mean [TYPE_CHANGE] | evidence_uploads_mean [TYPE_CHANGE] | households_tap_water_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",28,0.1552,0.1945,0.7982,,,per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,10,,,"Across most social_composition values (2/3), overspend_vs_sanction is spread evenly across block_name values -- it belongs to all of them and no single block_name accounts for it. Uneven only in: ST-majority (not evenly spread) -- this is about how the total is spread, not about how much any one of them spends",total Rs -5.02 crore; top: Khallikote = Rs 0; top: Tangi Choudwar = Rs -6.94 lakh; top: Attabira = Rs -10.48 lakh,EVENNESS,overspend_vs_sanction,block_name,(whole view),subspace on social_composition,3,"('EVEN',) in 2/3 (67%): Mixed, SC-majority",ST-majority [NO_PATTERN],1,0.4877,0.4877,1.0,,,evenness reframed (A3); per-GP-month companion (A4); size shares attached (2b),yes
view4,Gram Panchayat Profile - Who Lives There and What They Have,11,,,"Across most measure values (62/74), Mixed has the highest (varies) among social_composition values. Exceptions: overspend_vs_sanction_mean (SC-majority has the highest (varies) among social_composition values); evidence_uploads_mean (ST-majority has the highest (varies) among social_composition values); households_tap_water_mean (ST-majority has the highest (varies) among social_composition values) and 9 others",Varies across members -- see individual patterns,OUTSTANDING_1,(varies),social_composition,has_csc=Yes,measure on measure,74,"('Mixed',) in 62/74 (84%): population_total, population_male, population_female, population_children, population_sc, population_st, population_obc, population_general, households, job_card_holders, shgs, wards, revenue_villages, villages_mapped_lgd, anganwadi_centres, schools_pre_primary, schools_primary, schools_secondary, schools_higher_secondary, health_sub_centres, primary_health_centres, wellbeing_centres, dispensaries, ayurvedic_clinics, drinking_water_sources, households_tap_water, household_toilets, community_sanitary_complexes, solid_waste_centres, common_service_centres, banks, atms, rural_libraries, children_parks, disaster_rescue_centres, bus_stands_with_water, seed_centres, osr_collected, laptops, printers, scanners, sports_courts, n_plans, n_activities, n_costed, n_costless, planned_cost, sanctioned_total, expenditure_total, payment_amount, receipt_amount, n_admin_approvals, n_tech_approvals, n_ongoing, n_abandoned, n_with_evidence, evidence_uploads, planned_cost_mean, expenditure_total_mean, payment_amount_mean, receipt_amount_mean, osr_collected_mean","overspend_vs_sanction_mean [HIGHLIGHT_CHANGE] ('SC-majority',) | evidence_uploads_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | households_tap_water_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | household_toilets_mean [HIGHLIGHT_CHANGE] ('ST-majority',) | n_completed [NO_PATTERN] | sanctioned_total_mean [NO_PATTERN] | n_admin_approvals_mean [NO_PATTERN] | overspend_vs_plan [TYPE_CHANGE] | overspend_vs_sanction [TYPE_CHANGE] | n_activities_mean [TYPE_CHANGE] | overspend_vs_plan_mean [TYPE_CHANGE] | shgs_mean [TYPE_CHANGE]",12,0.3208,0.5026,0.6382,,,per-GP-month companion (A4); size shares attached (2b),yes
